id	response_text	timestamp
745	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:52:42
746	"Künstliche Intelligenz ist ein weites Feld, das die Entwicklung von Computersystemen umfasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:52:52
747	"Künstliche Intelligenz ist ein sich rasch entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Maschinen und Systemen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:53:02
748	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:53:12
749	"Künstliche Intelligenz ist ein Teilgebiet der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:53:22
750	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:53:42
751	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:53:52
752	"Künstliche Intelligenz ist ein weites Feld, das die Entwicklung von Computersystemen umfasst, die Aufgaben ausführen können, für die normalerweise menschliche Intelligenz erforderlich ist.
"	2025-04-25 09:54:02
753	"Künstliche Intelligenz ist ein vielversprechendes und sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:54:12
754	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:54:22
755	"Künstliche Intelligenz ist ein breit gefächertes Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:54:32
756	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:54:42
757	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umwelt wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:54:52
758	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung intelligenter Computerprogramme und Maschinen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:55:02
759	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:55:12
760	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Maschinen beschäftigt, die Aufgaben ausführen können, für die normalerweise menschliche Intelligenz erforderlich ist.
"	2025-04-25 09:55:22
761	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:55:32
762	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 09:55:42
763	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Computerprogramme und -maschinen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:55:52
764	"Künstliche Intelligenz ist ein sich rasch entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:56:02
765	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:56:12
766	"Künstliche Intelligenz ist ein Teilgebiet der Informatik, das sich mit der Automatisierung intelligenten Verhaltens befasst.
"	2025-04-25 09:56:22
767	"Künstliche Intelligenz ist ein multidisziplinärer Bereich, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:56:32
768	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, d. h. von Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:56:42
769	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:56:52
770	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:57:03
771	"Künstliche Intelligenz ist die Fähigkeit von Computern, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:57:12
772	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die in der Lage sind, zu denken, zu lernen und Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:57:23
773	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:57:33
774	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:57:42
775	"Künstliche Intelligenz ist ein sich schnell entwickelndes Gebiet der Informatik, das sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:57:52
776	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:58:03
777	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. Systemen, die ihre Umwelt wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:58:13
778	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 09:58:23
779	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, das heißt mit Systemen, die ihre Umwelt wahrnehmen und Maßnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 09:58:33
780	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:58:43
781	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer so zu entwickeln, dass sie Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:58:53
782	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Maschinen und Computersysteme befasst, die Aufgaben ausführen können, für die normalerweise menschliche Intelligenz erforderlich ist.
"	2025-04-25 09:59:02
783	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer zu entwickeln, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:59:12
784	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:59:22
785	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:59:32
786	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:59:42
787	"Künstliche Intelligenz ist ein sich schnell entwickelndes Gebiet der Informatik, das sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 09:59:52
788	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, menschenähnliche Aufgaben zu erfüllen.
"	2025-04-25 10:00:02
789	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:00:12
790	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:00:22
791	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 10:00:32
792	"Künstliche Intelligenz ist ein interdisziplinäres Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:00:42
793	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse wie Lernen, Problemlösen und Entscheidungsfindung auszuführen.
"	2025-04-25 10:00:52
794	"Künstliche Intelligenz ist ein sich rasch entwickelndes Feld, das sich mit der Entwicklung intelligenter Computerprogramme und -maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:01:02
795	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:01:12
796	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Massnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 10:01:22
797	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:01:32
798	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse auszuführen.
"	2025-04-25 10:01:42
799	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:01:52
800	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich, der darauf abzielt, Computer in die Lage zu versetzen, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:02:02
801	"Künstliche Intelligenz ist ein sich rasch entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:02:12
802	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:02:22
803	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:02:32
804	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:02:42
805	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:02:52
806	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Maschinen beschäftigt, die menschenähnliche Aufgaben erfüllen können.
"	2025-04-25 10:03:02
807	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, d.h. mit Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 10:03:12
808	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:03:22
809	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Erfolgschancen zu maximieren.
"	2025-04-25 10:03:32
810	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:03:42
811	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme beschäftigt, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:03:52
812	"Künstliche Intelligenz ist ein Gebiet der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:04:02
813	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Intelligenzleistungen zu vollbringen.
"	2025-04-25 10:04:12
814	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, d. h. Systemen, die ihre Umgebung wahrnehmen und Handlungen vornehmen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:04:22
815	"Künstliche Intelligenz ist ein breit gefächertes Feld, das darauf abzielt, Computer so zu entwickeln, dass sie Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:04:42
816	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche Denkprozesse auszuführen, um Aufgaben zu lösen und Entscheidungen zu treffen.
"	2025-04-25 10:04:52
817	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d.h. mit Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:05:02
818	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten beschäftigt, d. h. mit Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 10:05:12
819	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich, der sich mit der Entwicklung von Computersystemen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:05:23
820	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten beschäftigt, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:05:32
821	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:05:42
822	"Künstliche Intelligenz ist ein sich rasch entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Handlungen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 10:05:52
823	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:06:02
824	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:06:12
825	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, menschenähnliche kognitive Funktionen wie Lernen, Problemlösen und Entscheidungsfindung auszuführen.
"	2025-04-25 10:06:22
826	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:06:32
827	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systeme, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:06:42
828	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Massnahmen ergreifen, um ihre Erfolgschancen zu maximieren.
"	2025-04-25 10:06:52
829	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung von intelligenten Agenten befasst, das heißt, Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:07:02
830	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung von Computersystemen befasst, die Aufgaben ausführen können, die normalerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:07:12
831	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten beschäftigt, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:07:22
832	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:07:32
833	"Künstliche Intelligenz ist ein weites Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:07:42
834	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:07:52
835	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:08:02
836	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, also Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:08:12
837	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Computerprogramme und -maschinen befasst.
"	2025-04-25 10:08:22
838	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:08:32
839	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:08:42
840	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Maßnahmen ergreifen, um ihre Ziele zu erreichen.
"	2025-04-25 10:08:52
841	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also mit Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:09:02
842	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben auszuführen.
"	2025-04-25 10:09:12
843	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computersysteme zu entwickeln, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:09:22
844	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, Aufgaben zu erfüllen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:09:32
845	"Künstliche Intelligenz ist ein multidisziplinäres Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. von Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:09:42
846	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung intelligenter Maschinen und Software befasst, die in der Lage sind, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:09:52
847	"Künstliche Intelligenz ist ein interdisziplinäres Feld der Informatik, das sich mit der Automatisierung intelligenten Verhaltens befasst.
"	2025-04-25 10:10:02
848	"Künstliche Intelligenz ist ein Bereich der Informatik, der sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umwelt wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:10:12
849	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, also von Systemen, die ihre Umgebung wahrnehmen und Handlungen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:10:22
850	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen, um ihre Ziele zu erreichen.
"	2025-04-25 10:10:32
851	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben zu lösen.
"	2025-04-25 10:10:42
852	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich, der darauf abzielt, Computer zu befähigen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:10:52
853	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung von intelligenten Agenten befasst, d.h. Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:11:02
854	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten beschäftigt, die in der Lage sind, menschenähnliche Denkprozesse nachzubilden.
"	2025-04-25 10:11:12
855	"Künstliche Intelligenz ist ein interdisziplinäres Feld, das sich mit der Entwicklung intelligenter Agenten befasst, die in der Lage sind, menschenähnliche Aufgaben auszuführen.
"	2025-04-25 10:11:22
856	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld der Informatik, das sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:11:32
857	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:11:42
858	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:11:52
859	"Künstliche Intelligenz ist ein breites Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, also Systemen, die ihre Umgebung wahrnehmen und Aktionen ausführen können, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:12:02
860	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das darauf abzielt, Computer in die Lage zu versetzen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:12:12
861	"Künstliche Intelligenz ist ein sich schnell entwickelndes Feld, das sich mit der Entwicklung von Computersystemen befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:12:22
862	"Künstliche Intelligenz ist ein weites Feld der Informatik, das sich mit der Entwicklung von intelligenten Agenten befasst, die in der Lage sind, Aufgaben zu erledigen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:12:32
863	"Künstliche Intelligenz ist die Fähigkeit von Maschinen, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:12:42
864	"Künstliche Intelligenz ist ein weites Feld, das die Entwicklung von Computersystemen umfasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:12:52
865	"Künstliche Intelligenz ist die Fähigkeit von Computern, Aufgaben auszuführen, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:13:02
866	"Künstliche Intelligenz ist ein sich schnell entwickelnder Bereich der Informatik, der sich mit der Entwicklung intelligenter Maschinen und Systeme befasst, die Aufgaben ausführen können, die typischerweise menschliche Intelligenz erfordern.
"	2025-04-25 10:13:12
867	"Künstliche Intelligenz ist ein Feld der Informatik, das sich mit der Entwicklung intelligenter Agenten befasst, d. h. Systemen, die ihre Umwelt wahrnehmen und Maßnahmen ergreifen, um bestimmte Ziele zu erreichen.
"	2025-04-25 10:13:22
